tag,line,line_type,quire,page,folio,bifolio,section,language,writing_hand,currier_hand,annotations,paragraph,order0,K_topic,topic_id
fRos,,1,N,D,a,1,Cosmological,B,4,3,Sequence of characters or numbers,otam opchody ?opar chepchey oteedy olaiin osshy,1340,6:3,3
fRos,,1,N,D,a,1,Cosmological,B,4,3,Sequence of characters or numbers,tol ofar chefaiin ol okchy qokedy qokedy tol teoor chekor,1341,6:4,4
fRos,,1,N,D,a,1,Cosmological,B,4,3,Sequence of characters or numbers,okar olchety ok?dy qokcho chfady oro okeechy sheeo tolfchd saiir shodaiin,1342,6:2,2
f86v,4.0,4,N,N,z,1,Cosmological,B,2,3,Sequence of characters or numbers,opos sheody pch???ar odsheo qody cheepchdy lpchedy olkar shdar dchdor qopcher eeedar odaiin pcheodar chdair orarorchy shar opchsey otedy chcphhy chedy sarshed odar sheey scheor al cheefar shetchy qoteol shar qoteshy do??? ofor arar dl,1358,6:3,3
f86v,4.0,4,N,N,z,1,Cosmological,B,2,3,Sequence of characters or numbers,oeeey otedaiin otedy chedaiin octhedy chy shedaiin chotaiin oraiin otodeee? ar yteeody oteedaraiin shedaiin chdar shedy qotedaiin chedy tchdy chetdy chedy qotar chedy chckhy otedy seeedy yteey sam,1359,6:3,3
f86v,4.0,4,N,N,z,1,Cosmological,B,2,3,Sequence of characters or numbers,tchey dair alody shes qeeor or odarchdy chdy orcheos ain or oteed chedees oteedy qoty otedy shedy otedy shd shy schdy chdeedy dodar or orchedy qotchdy dchdes ar sheody opcho fcheom,1360,6:3,3
f86v,4.0,4,N,N,z,1,Cosmological,B,2,3,Sequence of characters or numbers,pchedar ar ocpor otees oes aiir olkeor ain desy doeedey opchedy shedaiin otedy dain otey dam otedy chocthy dtedair chody sheos otedos qokechy pchdeedy dan ol dol oty sho pol otoldyl,1361,6:4,4
f86v,4.0,1,N,N,z,1,Cosmological,B,2,3,Sequence of characters or numbers,pcheodar oedy qokeol qoeoloqokeol ol olair ycheoltar ol ol sheey qokey or aiin sheeor al ol sheey qockheey tol sh or aiin ol keeod lcheody okedy qokeody qoain a? ol keedy otar olshedy aiin okal cheockhy shocthhy oleey ol yy,1362,6:2,2
f86v,6.0,1,N,O,z,1,Text-only,B,2,3,Sequence of characters or numbers,pcheypchdar oporchy aiin ofy chedy otedalol orairody qotchdaiin qopy ochody chol chey qotchdy kchdy qopchd chpchy qopchy qoky chedy qokol lray qolchy olkeedy chdal chedy chor ar arody qokchdy chdal okar chdy otaiin dshor shdy shor ol aiin olkeedy shdal oteor chdar karchees olkar dalam tar lol chol olkar chear or otshey qokar opchey taiky qotar sheol keear or chedy ar sheeeb qotain odaiin olkeshar qokar or qokaiin lchedor or aiin ol or olkal or shedy qokal ar archey dy ykaiin odaiin chal sair ytar chody ldaly chdal ykchedy ltchedy dshor ykaiin sheey qokol cheol otar ar aiiin qoteeos aiin sarar ykaiin soldam sheol qckhy dalor olaiin olkaiin qodar oy qokaiin olkeey qokeor or cheeaiin yteedy qoko lchdol or chcphar ar ykeealor qokal otar ykairolky,1363,6:3,3
f86v,6.0,1,N,O,z,1,Text-only,B,2,3,Sequence of characters or numbers,cholchy qopaiin yfchdy cpholkaiin cholfchy qopar aroiiin opchedy opoly ykchy cholkaiin chey ykeedy okal or chcfhy lkey okar ol ain shol shotaiin shckhor olaiin chdy qokain odaiiin cheor ol kaiin chey taiin okaiin qokaiin otain chey okam qokar qokain okaiin par or aiin aiiin qckhear shoifhy qotedy opchdy olain ar alkar ytaiin ytair dalol ytal aiiin chol olkchey lkar otal qotardam pol sheopchey pchecfhey or aiiin qokaiin cholkar,1364,6:3,3
f86v,6.0,1,N,O,z,1,Text-only,B,2,3,Sequence of characters or numbers,pdaiiiy podaiin ocphey opchor olkshed qofod opdaiin odar dairody oreeey lkeeor olteody tar otyteeodaiin yty sheey tar ar ody lshechy tshy qokeedy kain ytaiin chees tairoar qotar taikhy amom qokar olkedy chedy qokar opchedy ykar ar dair ain ol keodar chey keody choty ody qokeedy pchedy ytshy tody tchedy qokar oly yteedy qokar olkar qodar ykaiin or okeeeey ofchedy qokaiin araram saiin shor shekaiin chedy cholkeog qokchy orchcthy olteedydar otar aim alshdr lkar kshd shdar shedy qody sheey qotedy olkeey qokchdy ramshy qokaiin qokar okar qotar lor qokchdy shey tshedy qotol dytshy dy dchedy chcthdy shol oky ytaiin ykaiin chedy dy shdaiin,1365,6:3,3
f86v,6.0,1,N,O,z,1,Text-only,B,2,3,Sequence of characters or numbers,polkeey tshed qopchey paroiin chefchy qopar qopchedy qopydaiin qopary dair chepy qokaiin olkar olkchdy okar al olkchey otytam orom qokeey qoeear chsey oky qokar or chey qotar ol kchedy qokaiin olkaiin ydy lkchedy okeeeykeey dl ld lo sheey qokshey taiin soraiin ar shey qoteody or aiiin oeey ldaiiin or oro ol kaiiin aiin otar cheody qotaiin qokaiin ol tey qokaiin okar ol dairal qokar chol tal cthdy qokeey lkaiin olkaiin araiin lshar okar qoeedy qotar otal olky qokal ol kaiin octhear lo poiin otal kal toror olaiin okeockhey olkeey qoedy lkaiin oltam aiin qokain qoky lkor oraiin cheoty qotaiin olkam ar qotal tshdy otar shcthdy qokol chotal kar ol kar alky qokaiin octhy oltchey qotal lkalol sheol qotaiin ytain ytody otaiin qokain otal otal lt al lkar chdy qotol qokain qokaiin choty ytaiin chokain chocthy chy taiin okaiin okan shor qoky chorolk chokaiin qoal kaiin qoaiin or aiiin ykedy paiin otar otolkshy qokshey ar otalky chear aiodam,1366,6:3,3
f86v,5.0,1,N,P,z,1,Text-only,B,2,3,Sequence of characters or numbers,pshdal choky sheody lfchy fyshey qoty opy ypar raiin ytor aiin opy losair yteody qokar shy qokar shor qopchol tal ol ytol otam otam shedy chdy qokar okeeey sheokaiin cheoky oteeodail otaiin otain ypchesy oky sheeey qoty qotaiin sail chepy ltedy olkar or otshey otal olkey chcthody ytar ar okary olkeedy shety ytar ytaiin shdam araiiin ytaiin,1367,6:3,3
f86v,5.0,1,N,P,z,1,Text-only,B,2,3,Sequence of characters or numbers,pdaiin qoteedy opchey qopor kshdy qopcheey shdar fchcfhy octhal shckhy otshey opor shey tor ar otar aiin chdy tarcheeg lkaiiin otain al ykain chaiin tal ykaiin otal ar alkam ykar olkal kar shedy shor qokar chor or ykaiin otam ytam taral okar octhey kaiin ytal chey otal aiiin olkam,1368,6:3,3
f86v,5.0,1,N,P,z,1,Text-only,B,2,3,Sequence of characters or numbers,poraiiidy otshs al ar shey tair sheody qopchesy lfar air amod shar otam ytaiin otal teody cthy or aiin otar aiiin qoar aiiin al ody ar aiin qokeeey cheey qotaiin ykar acthy ykar ar alody or eees aiin okar qokaiin ykar ar ol chsky dcheytain qoka ykalkain ykar al kaiin dalkalytam ockhedy ched taiin ykaiin qotal yshey otaiin olkam,1369,6:3,3
f86v,5.0,1,N,P,z,1,Text-only,B,2,3,Sequence of characters or numbers,poldaiin shea teraiin otcho lkaiin al ody qotar ytedy ycheeytydaiin ykeeo chey shckhy shoky oty oty otain olkchdy ychor ar aiin ytaly otaiin ykaiin otal ytar aiin ytaiiil oar ar aiin okaiin yteey ytaiin qokees aiin yteey qotey lkey ykaiin ykal chod aiin oeey teodkaiin otodaiin okain ykaiin or aiin chokar sheol qokar cheey or aiin ody oar aiin ykain okal kchody chckhy otaiin olkar otaiin sair kain ar alosheey qoeey lkesy,1370,6:3,3
f86v,5.0,1,N,P,z,1,Text-only,B,2,3,Sequence of characters or numbers,pochor aiir shoar pshody shody qopchy ocfhdy olpshy dam shey pchor ypchor aiin otar shody pchykar ytar odar oeees aral om odaiin al kar ar or ytdar qokeeey teo dy tey tar a? ytarar ysheoar qoteody qokar shody qokal tchey ytchy tal tar odaiin otchees chey chodaiin shedy otal kchol shy olkeeeary tol kaiin ytchdy chol ytedy ytain qodaiin ytody ykeshy ar dshey ytchy dy qotal shdy or aiin chody chey ol teody aiin qokeey ol kaiin ol kain olkeedy qopcheey oty otam ol tey choaiin ysheedy ychedy ytaiin otam aiin ychey or aiin ytair ytaim otal shod qokchy qoody aim shody qoty chody ytody olkey otoloty oltal oky dam dchol chedy qotain otaiin ol cheody olkeeody oreeeg sol odaiin ykeeshy ytchey lchody ykar shey ytaiin yteody chedy qoteey octhy dy,1371,6:3,3
f86v,3.0,1,N,Q,z,1,Cosmological,B,2,3,Sequence of characters or numbers,tchedy qokeedy qoedy qopchy raiin olpchey qokaiin rain ychedy qoeeey otair cheody ytain qy kaiin taiin ytaiin ytaiin ytaiin or ar ytas ykaiin qoeedy qar aiin yteeey ar aiin ar ych'eey qotaiin chdy ypch'eor ytain otain ytam daiinls aiin chcthy ykaiin ykaiin chdar ar aiin sain ytaiin ytapy odeeey dair ytam sor aiin otey otair,1372,6:3,3
f86v,3.0,1,N,Q,z,1,Cosmological,B,2,3,Sequence of characters or numbers,tchol olkey cfhy aiin opchedy okchedy or acheody shol shedy yteey dady ychey olkeeey qotchedy qokeey qotchedar sheedy qokaiin qokedy ykaiin qotaiior tcheod yteeody chdy chedos shedy cheos ols aiir sheey yteech'eey oteeodam yteedy daim choaiin checkhy c'ykeeeochy tcheey otodaiin opaiin otchey otam osheey orsheey tcheody qokain qodaiin olkar chedaiin chedy qokady cholkain ar aiin shodain shor chalkar shekshol okchor,1373,6:3,3
f86v,3.0,1,N,Q,z,1,Cosmological,B,2,3,Sequence of characters or numbers,tshdch'ey dalkshdy shocfhy saiin or airodychedaly dcheody skeeody qokshey cheodain ykchedsar aldy dsheody qokchey or odaiin,1374,6:3,3
f86v,3.0,1,N,Q,z,1,Cosmological,B,2,3,Sequence of characters or numbers,pchedaiin dchedy qokchdy qopchol sholsheody solkam dchey otain olkechy qokam chol kchdy chol tchdy aiindy lshodair ykcho chody ykeeody qochey chckhey lkar ary dshedy kshey tchdy shdy ralkchedy ytchol qoty okshy tam ytchdy sholor alor,1375,6:3,3
f86v,3.0,1,N,Q,z,1,Cosmological,B,2,3,Sequence of characters or numbers,tshedal ypchey shdy qopcheeody opchdy olfchey ypchey qotaiin dshedy qokeey qotee? shedy qokaiin chdy otar otaiin ykaiin qodaiin ochedy qotchey qoky chdy oteedy qoty shor yteey oteedy shedaiin sheey otaiin ytaiin otodar aiin teeos aiin yteey qoteey otchey qoteeody cheeor cheedaiin ycheeody daiis qoedy olteey,1376,6:3,3
f86v,3.0,1,N,Q,z,1,Cosmological,B,2,3,Sequence of characters or numbers,toeeedchy okchey qokchedy shedy ytcheodar ytchey yteey chdal or cheey cheokaii tchedy chy tchey otchedy qokal oeedy lkam oees aiiin yteeedy chedy qotaiin cheody ytchey otaiin kshd qotar chear or yteeo dy chedy qokal yteey qokar dcheey teeody oty otchedy daiiraii ykeeedy qoteey qodaiin okeeey,1377,6:3,3
f87r,1.0,1,O,A,a,1,Herbal,A,1,4,Sequence of characters or numbers,poalshsal shocphor ypcho cpheo saiin oteodal saiin dcheeckhos chety cthodal yteodam cphecthy syty tchor oteedy cthhody keos sheekchey saiidy soraiin qockhos cheodor ckheokey chcthody odar ctheey ckheckhy cthody chor al chor tos she keodaiin pcheos sheo so shkeody soraiin teeodal cho keeody shy koo sols chekol solsheor ysaiin chor cheory kchody sor shocthey oteody dchol saraiin sho cthos cheodal ctheody qoty,1378,6:1,1
f87r,11.0,1,O,A,a,1,Herbal,A,1,4,Sequence of characters or numbers,psheodshy shee saldal shol aldy ysheeer chetchy teodar otcheol tockhy keor ckheey shody qoeeeety chody shol cthey okeol cheor okeeo daiim shos cheol cheos ckhey saiin q'ockheo ldaiin yteeor cheol dcheeol,1379,6:2,2
f87v,1.0,1,O,B,a,1,Herbal,A,1,4,Sequence of characters or numbers,cheey cpheodar shody dcheody todor oeeepchodyoldar schey ctheey qocthsy sdcheoky cth cheockhy cthyyteeor ctos dcheecthey cthosyykeeor oky ycheey keeo salckhyeoiin scheom dcheos shey solchiydoteos cthey qotechoep cheos ctheyqokeod qokeog shoeey cthey qo cthodolyteodaiin sheol techol qoscheody,1380,6:2,2
f87v,10.0,1,O,B,a,1,Herbal,A,1,4,Sequence of characters or numbers,opcheey cthhy cpheckhycheo chepcheol kchor ol cheeol qok odallseeey keodam ytcheoqo chos ckheos cheoys cheol dain ksheol qoar cfhs ykaiinsaral aiim san ainy keol dair oldain atolg yksho qosarolor oral daraiing saiin olcthr,1381,6:2,2
f88r,1.0,0,O,C,b,2,Pharmaceutical,A,1,4,Sequence of characters or numbers,otorchety osal orald oldar otoky otaly otaldy oram dary sorory otyda ofyskydal ofaldo,1382,6:1,1
f88r,7.0,1,O,C,b,2,Pharmaceutical,A,1,4,Sequence of characters or numbers,dorsheoy ctheol qockhey dory sheor sholfchor chcthol ral sheom keol chear shekor qokor aiin oky sam oain or om otam okeom cheeor qokeody or om cheody qokeol cheol saiin cheos cheol doleeey or cheom cheojam yokeody cheom qoor cheeb ykeor shy sam,1388,6:2,2
f88r,18.0,1,O,C,b,2,Pharmaceutical,A,1,4,Sequence of characters or numbers,koaiphhy cphol orchor pcheoly otchol oldy salsaly dchey chokol qoekol qoekol qockhol cheol dsheol qokeey chy aiin chor oteor aiin chosals teol chor olsheody qokeol shoikhy ol sheeol sheoldg ychey okaiin chol cheor ol chorcholsal,1395,6:2,2
f88r,26.0,1,O,C,b,2,Pharmaceutical,A,1,4,Sequence of characters or numbers,poeear sheoky olkeey cthol poldy sokoldy qokol chol qokol qokol chol cheey or aiin oldal ykar cheol chol chey ckhey or shear ar alsy kor chey qokol cheol chody qokol kchor chol ykeeey cheor cheotey cheol qokeor chetchy ofal chear chol dol qoekeor cheom,1399,6:2,2
f88v,1.0,0,O,D,b,2,Pharmaceutical,A,1,4,Sequence of characters or numbers,okalyd cheocthy cpheor otar arody otokol otoram otora cheosdy okaiin daramdal otydary otdordy dararda?,1400,6:2,2
f88v,6.0,1,O,D,b,2,Pharmaceutical,A,1,4,Sequence of characters or numbers,teodal lkeo cheor roshckhy sorshyaiin cheokal saldaiin dshor shor qokeody qokeo lchey chkeor qokeey qokeom qoaiin cheoy olcheody qoekeol cho chckhy qoeey key cheokam choeey keeod aiin chody okearcheol archeey sairal cheorol chekol daraly,1405,6:2,2
f88v,15.0,1,O,D,b,2,Pharmaceutical,A,1,4,Sequence of characters or numbers,kosholdy qotody opykey oldaiin qoteody yfolaiin oraiin ysheod sheo sheody qokeody qoky chees cheody qokeody qokeey qokeody chor oteody qockhol cheedy qokody ykeeor chockhy cheeol cheody qotody soteol chotam odaiin sheo ol qokeey olaiin cheody chocthey oteody dy sqokeodaiin cheody cheockhy chody,1410,6:1,1
f88v,21.0,1,O,D,b,2,Pharmaceutical,A,1,4,Sequence of characters or numbers,toairch'y oteeody cpheody ykchey dam cheor chaly korain dairodain ykeodain dain shedy qoteo lchdy qokeo ain tol keeodaiin qoky sheol chees aiin chokar daimd sheor sheedy shoikhy qokeody doikhy dair sheor tos checkhy dain cheos cheockhy saldy saiin choky cheor shy,1411,6:2,2
f89r,1.0,0,O,F,y,2,Pharmaceutical,A,1,4,Sequence of characters or numbers,okchshy qkol oldam otoldy ararchodaiin ykyd chol otorain okaiin dan ykocfhy saldam sydarary ydcpody odory doly opchosam saloiinsheol opcheor otold shol dy opchoroiin korainy sodar cheys cheody oporain okshdchos okain yorain ofakal otalsy ytarem otolarol,1416,6:2,2
f89r,1.0,1,O,F,y,2,Pharmaceutical,A,1,4,Sequence of characters or numbers,qoar shar qopcholy qokod chepy sheey okor sheeos oldain dshody qocthy chockhy chedy qokeody daldaiin chodaiin qokeol chol qodaiin chol cheody qokechy ctheody dam yshor soiiin qokeey ckhol qokain cheamy tdain schol cheoky cheody qokar chor ckhhy,1421,6:2,2
f89r,1.0,1,O,F,y,2,Pharmaceutical,A,1,4,Sequence of characters or numbers,tcheol qoeair sheol qocphey saiin cheocphey darolg om sheey qokey dalchom chckhhhy chol cheos aiin dy qeaiin cheyl seey qotey qokeeol ykhedy dam dals al cheody dainaldy al daldal,1426,6:2,2
f89r,1.0,1,O,F,y,2,Pharmaceutical,A,1,4,Sequence of characters or numbers,pshol sheo qoaithy cheocphy sheyr qokair ydam daly daim cheom qoaithy air cheody ldain chom chtaii taiin dam shoety qokchy ykchdy otcham ol sshr aiin ycheeo sheol qockhedy yty sheody qotol chead chey dain oteos cheody cheodain chodaiin,1427,6:2,2
f89r,2.0,1,O,G,y,2,Pharmaceutical,A,1,4,Sequence of characters or numbers,qokcheody cheodal dair cholkeedy qokedy cheal cheo qoaiis shey cpheeedol deey qockhey chaldy daim chos aiin cheodal chy chedain dolchsyckheol chody cheedy tchodol chor choldy chos dol okcheeg tol daiinody qokeey cheoldy qody cheor sain oky cheody cheoky,1437,6:2,2
f89r,2.0,1,O,G,y,2,Pharmaceutical,A,1,4,Sequence of characters or numbers,porachol yody qoteol oldaiin sheor shor oldaiin otchol cheol otolpchy cho lkeopol oeeor or olkey okeol okeeol qoor ol chor chol chol cheol koldam olcheol dol cheol tos ol chor ydaiin chey oiiin chckhy qokeol okeey caeky qokol okeey cheeody oeckhy ycheo keeo ckho saiin okeo ockhy ockhey saiin chchky,1441,6:2,2
f89r,2.0,1,O,G,y,2,Pharmaceutical,A,1,4,Sequence of characters or numbers,kolches sheol qokeoefy sheey opcheor opcheol shody sholdy qokal chey oldy sheodal ytoldy cheok keol dair qokeey okeol ykeody okeeey as cheey okeol cheo yokeeol cheol qokeey qokeol chey cheokor okeey ky qokeol cheey qokeey saiin oteos sheol aiin qocheey daiiin qokeeyl qokeody chol cheol ykeo qo qol cheo loiiin doigom scheor sy sorcheey dol cheor cheey qokeey ycheary okeey keeokechy cthey dy qokol cheor okoiin okeoy qoeey cheor cheey qokeol cheal aiin ocheol soiiin dair chey ain ar ain ol qoaiin ol chkaiin okar dair y?dair,1448,6:2,2
f89v,2.0,0,O,I,y,2,Pharmaceutical,A,1,4,Sequence of characters or numbers,choeesy okam darcheor chokaro sheol chokam otory otair chody dykaran opcheedey opaloiiry otaram chtchy sada? daseky okoraldy otoikhy otchar darshody koeeorain otorshos opol olaiin opaldaiin,1455,6:3,3
f89v,2.0,1,O,I,y,2,Pharmaceutical,A,1,4,Sequence of characters or numbers,kosar sheol aiin koiin chtodaiin pdiin choty qofoiin dy qopdal doiir ofaiin ol cfheol dam dain ykodaiir okor chear otees eeckhy aiin ckhey otaiin okar dain ol chor ychey okeey qoeol chor chos cheos qol eeey chody cheor chey qoaiin chody dair or cheol chom qol cheo lcho or cheo chkam,1461,6:2,2
f89v,2.0,1,O,I,y,2,Pharmaceutical,A,1,4,Sequence of characters or numbers,sor oairar sheety chodor kory oeear eais sheotain ytodaiin cthos okaiir okeos siin ykeody okal dosal ch'eo qokeeol chey sair dam chy for opodaiin dam sasy qodam yteos aiin yokor chor cthy chos chey aiin choeeer okar chcthy darai?s,1466,6:2,2
f89v,2.0,1,O,I,y,2,Pharmaceutical,A,1,4,Sequence of characters or numbers,toar qokeeody doef shey dair olsheos psheoepoain qekor okeor sheey daldaiin dol dair chey okaiin shy odor sheos aiin daikeody qokorar sheody qoko ltcheody otal qockhy qokal okeoy chockh odaiin ykeody okols sheey keeody qokos okeom ockhody ykam chty chy cthey dair air chool loy dair cheo,1467,6:2,2
f89v,1.0,1,O,J,y,2,Pharmaceutical,A,1,4,Sequence of characters or numbers,koldal sfal cfhey ofcheol opolsy qopol oldaiin octhody dor sheey qokol cheol cthody qockhy dain yteey otar cthol qokey cheey ctho dy qoor shear ol chor chearory shockhey orarol cheoky qoy chodair choky otarokar tochho cthor chekaiin aiin ol cheokchey qokoiiin du tor sheor cheeor cthey qokol chekal dals chear qotam osheokaiin ain ol shodain qokar ain chekal qokar odaiin,1477,6:2,2
f89v,1.0,1,O,J,y,2,Pharmaceutical,A,1,4,Sequence of characters or numbers,tosheo fcheody shekey or shos oiir cphey qokeody cheody daldy odal shoky chody okoaiin chdy daldaldy dcheocy cthol daldy okeor ytey keor cheyty ochy qokaiin ykchol qockhy okaldy okal chodar okaiin dalg shol ykol daram sholckhy dolchey dalshdy okeol dalchy qokol sheol qokol chol dam qoeey saiin ols chokaiin ckhy qotchy ycheo cthody olkaycthy sol chey okchol sair okal choldy,1478,6:2,2
f90r,1.0,1,O,L,z,1,Herbal,A,1,4,Sequence of characters or numbers,poleeol qokeol qokchod choly cthog yshol tor sheor qotchor qoky darala dair shkeea sary okar ykorshy lkaldy talchor chodaiin chocfhor qokchor chockhyokchod qofchol ytor ckhy lpychol sho ol okachey sheom kchol dchy dasady tol otchol shorydar qokeos okeoschso chol ytod qokeos dolshy chos qocthy qokcha shko qokol chofy ykeody qokod kor sheol qodar oko qokeey qodar qokeed choky ykodar qoekchy shokol okam,1483,6:2,2
f90r,2.0,1,O,M,z,1,Herbal,A,1,4,Sequence of characters or numbers,toealchs shakol sheo qoekeeysoeeol qoteody saiin ckheo saiin qockhey ykeeodys cheey chos ckhs dsheeos qokeod qokeo chol ol okalsaiin ctheo ar al oin cheo ro sokeey qokeeasal aral oyr ychor ckhor qoeeor okaiin domolcheo rodaiin qokor okoiin,1484,6:2,2
f90v,2.0,1,O,O,z,1,Herbal,A,1,4,Sequence of characters or numbers,chdaihy qocfhey opolraiin ofchedal s?shese shodaiin sheas podchey ctheod ikheeos cheey oisqokchas oin sam saiin sheom sheey keeos ol cheeor chyshy tchody okeeom tchos saiin okeeey,1485,6:2,2
f90v,2.0,1,O,O,z,1,Herbal,A,1,4,Sequence of characters or numbers,tcheody cpheal qoar cheol chos ololsdshcheal sheol qodar sheol shey qokeey qokeol cheody sykeeol chody shey sheeyl sheol sheody tol sheoctyoteey chodar chog teeas qkeody qokchy oteeol,1486,6:2,2
f90v,1.0,1,O,P,z,1,Herbal,A,1,4,Sequence of characters or numbers,pcheor chodar oleees chepy sholshckheootol sheycheo cheokeey tshor olsheod qodaiin qokeor syoraiinykeeoloctheody cthhhy shody cfheos qockhy chol olsalssolyteey or cheey tey kos sheor chockhor qekeody cheodysysolcheey cthhy qoky dcheey keeey cthey ytyokeeodysyolcheey sh qokeys shctheo ror sheol ol kaiin,1487,6:2,2
f90v,1.0,1,O,P,z,1,Herbal,A,1,4,Sequence of characters or numbers,ksheodal sheody qocheotoshokol qokeshsyteody podaihey okeeey cheo qotecheor cthodaim scheol chor okeam sheor ol qokeeoky okeeol okeeodaiin ytolsor asiin aiin ykeeor cheos qkhey cheos okechodoeey keeos aiiin deeocthey keeeol sheol c'tsheol,1488,6:2,2
f93r,1.0,1,Q,A,a,1,Herbal,A,1,4,Sequence of characters or numbers,kodshol otolsheeos octhodaly opalepam oepchksheey qotodain oar ycham chol chotom cthodar sheo oteodal sofchoshy cthoshol dsho dalody ytchchy dam chody olschodchy qotchd sol shotol qokchodal shody chotol sotol ytchdg ol chody cfhol dol qokol otodarchodain tar cho chol sheoees shor shol ody cheodaiin lor sheeody chodaiin odar shodam okcheody cthoctho'l ychos chey keol cheol ckhody okeol odam sheo al qokor shey okcheor sheodom shodaiin qotchy kchol ychey ckhos okcheod chr ochol shodal dol cheodam choshy qokor chckhs tcheo cholchecthody olkees shodaiin shody tchor shol sheoky ychockhy cthol osos dol shol shcthy kchor cthy chakal oain okor shody teols ychocthy chotey teey ysaiin chotar shody ocheodaiin tchos sor qokor cheo los ckheody ychor odol chodaiin dain ckcho ctho cthosg shodaiin qokcho cthol ol chol cthol olchod dol chokal schos,1489,6:2,2
f93v,1.0,1,Q,B,a,1,Herbal,A,1,4,Sequence of characters or numbers,possheody qoteeo qoshocphy opchody oporopchyotchdal or shodaiin yteeody qotody qotchol qocthody yteyokydaiindar cthog dchos chody qockhol oky cheodaiin otydaiinotaldair sol shol shdchy qokchol qokchody cholcholctyykchy tshoky cthody qotchol ckhol dchog solo oteo? chodaiindy ytch?l ckhol qochocthy ctho chkeey cthody sdar sheyokam oees ckheody qkcheey koldy tchodaiin ctheosshodain qokeeam dcho chody teol sheol cheeoldair okchey ctheydsheog okeey dama odeeeodl cheodar oksho chody okchey cthol olyytcholsardar ychol chs ckhy cheeol,1490,6:2,2
f94r,1.0,1,Q,C,b,2,Herbal,B,3,5,Sequence of characters or numbers,tchedy opaiir chedaiin dsheedy qopchedal keodaiin otalaiin oar dor cheody okaiin odor okal okair oky daiir qotar okar olaiin todal cholky qokal shdy qoky otody qokolchey qokair opary shor olkeedy ol kchdy cheedy kalchdy chedaiin or chol kar chekar olkaiin olkeody ykaiin otain okeedy ykaro saiin choky qotchdy otaly chedy dy chckhaiin chk qof pchedar oraiin cheor kas or also xockhhy olkain yty qokaiin ykal chdy qokyosain chykaidy dam otar chdy dytchdy,1491,6:3,3
f94v,1.0,1,Q,D,b,2,Herbal,B,3,5,Sequence of characters or numbers,tshedy chedar char qokchedy okal daropchackhy oteedan ol teedy qekeey teedalykeedy qotarain yshedy chdaiin otedy sdal tamdychdy qokeey tam dchdy otar otchy kedy qokchdy olokchy,1492,6:3,3
f94v,5.0,1,Q,D,b,2,Herbal,B,3,5,Sequence of characters or numbers,tedain chedy qokshd okchdy qokealchorchor tchor ycheeo lkeol opchdy qotar aralotor otchy tody oty toky shey qokaiin,1493,6:3,3
f94v,8.0,1,Q,D,b,2,Herbal,B,3,5,Sequence of characters or numbers,pchedaiin sheocthy cphedy fchdotchy qotchy par ar ytar okedy okeedy qokshey otaiin yypchdair ol aiin oly ol air cheey okchaiin shy tararainotody qodar todaiin shcthhy qokar chetaiin chdyykol qoky or eedy oky chcthy chdy chckhy okaiin,1494,6:3,3
f95r,1.0,1,Q,F,y,2,Herbal,B,3,5,Sequence of characters or numbers,kshdor chepchdy ofaiin ol oldaiin opshol qokaiin oty odain ol chdy chdy qokaiin shdy qokaiin chdy kol chdy qoty oky dan teodaiin oekeey qokees ody chekaiin chekaiin chky chaiin ycheey ky olkain chey kain cholky chedy qokaiin chy kaiin ly atar chedy todaiin qoky shdaly,1495,6:3,3
f95r,1.0,1,Q,F,y,2,Herbal,B,3,5,Sequence of characters or numbers,tchdor or chekchdy qokar chcthy qotchdy lshedy qoky qofain dy ykchedy sheky chekar chdain chdaiin okar chetchdy chdy chkam olkor chdaiin cholkaiin qokeedy qoky chey lchedy chedy alod tchdy tchor chol tar chdy ykoldy olkeedy qotaiin or chckhy okaiin chckhy ykedy ep?iin okaraiin ls ykaiin or chdy chekain ol ykar olkeey ldar chekal,1496,6:3,3
f95r,2.0,1,Q,G,y,2,Herbal,B,3,5,Sequence of characters or numbers,kshedy or chdy dalfchy qodaiin chckhyfchy daraiin dalal shody chkain chol chckhy otain oty oteedy kar okam todaiin chor chckhy qokol chkar ol otaiin ofar okain aram shody tor or okain chckhey,1497,6:3,3
f95r,2.0,1,Q,G,y,2,Herbal,B,3,5,Sequence of characters or numbers,tshod qokal ody chcfhol okal chedy dalshdy qopchdy kary olkor ol shol qotar chdy chdy qokar okar qokar odaly dshedy otal qokal dol or eeedy okeedy okedyted otam tedykaiin cheol okal chedy shdy qokchdy otar chctham poiin okar qokol shsdy okar chdaiin olky,1498,6:3,3
f95v,2.0,1,Q,I,y,2,Herbal,B,3,5,Sequence of characters or numbers,tchody podar shody qofaiin ofchdy otedy qotedaiin shor olsain sol shedy qotchey alor chdyty olor okady chody qotaiin kaipy archytaiin shekoiin okar or aiin chckhy okal otain okalody olkain qokan shar shekydy dain alkainokalaiin tar fcheey shos aiin okar olkaiin otalainokaiin ar dain ykaly chalsshedain olaiin yokain ldy qokeey chdykainytasal otain,1499,6:3,3
f95v,1.0,1,Q,J,y,2,Herbal,B,3,5,Sequence of characters or numbers,cholteedy choepaiin oekshy qofchdaiin shoyfar okshy okain ar alfshed okshy tshor qoksh qokain otar oty qokedy otal ytchdy qokar tchody qokaiin char okain sheody chedy chcthykedy ety dain al tchedy qokal oty shekshey otaldy okshey ytshedy okarar yty chdy otal shedy odaiin chey,1500,6:3,3
